pCa	kfca	IbarNCX	ks	koCa	ec50SR	Vmax_SRCaP	Kmf	Kmr	m	h	j	d	f	fcaBj	fcaBsl	xtos	ytos	xtof	ytof	xkr	xks	RyRr	RyRo	RyRi	NaBj	NaBsl	TnCL	TnCHc	TnCHm	CaM	Myoc	Myom	SRB	SLLj	SLLsl	SLHj	SLHsl	Csqnb	Ca_sr	Naj	Nasl	Nai	Ki	Caj	Casl	Cai	Vm	rtos
2.1945857124	2.4012079131	2.9796425346	0.8896632924	2.7425676279	1.4206139076	0.6050801172	0.9944666949	1.4547706896	0.00135435048552246	0.987344978056421	0.991944515994765	6.91426794128498e-06	1.00067377112581	0.053460209135962	0.0309062893864628	0.00399214251239944	0.427086906214727	0.00399212076225634	0.994670231282726	0.00839099911686505	0.00541486459522028	0.886947080083237	1.4329887092608e-06	1.8265040410514e-07	3.75034808809106	0.818119551460568	0.00804299438039097	0.12397020421653	0.00741748362758854	0.000262920833239581	0.00260368034172395	0.136858991052945	0.00195830464952395	0.0069261684740958	0.00857912229183655	0.0704487686512159	0.102675824013467	1.31534174483422	0.665524952194084	9.81995838604575	9.81906238818392	9.81957747448011	135	0.000164363093778442	9.2403462222359e-05	7.75104211332037e-05	-85.7915032444944	0.396053137574615
0.96869512686631	0.392988371396555	0.34652469318521	2.46048160506605	1.23108531559591	1.42921713981996	0.645053619823949	0.982888768592645	1.03495744159449	0.00139655099487815	0.986815184628821	0.991630269887839	7.12938371101627e-06	1.00067992831998	0.0120429179144157	0.00643947402162814	0.00404113785253736	0.524285386867305	0.00404114326781212	0.994572187739022	0.00859709554045668	0.00539984888028099	0.832430322003284	8.71920706240182e-07	1.75518064200561e-07	3.31073059537572	0.722475713253969	0.00904561105756492	0.1216459846388	0.00855904042008683	0.000301060995426618	0.00220021347270695	0.137277215184657	0.00220733265198996	0.00911801612597546	0.0106890528175594	0.0835654512174166	0.120949189496782	1.20016325642569	0.557283711501063	7.77951697207926	7.7798113993633	7.78007419617418	135	0.000217251107236588	0.000115335186490208	8.89233175212622e-05	-85.6076707644427	0.647000792413469
2.33093004028893	2.50910118020057	0.911641196811811	2.89475703916328	0.639914684150629	1.16175976062554	0.49284801485607	1.18107483864315	2.22433058996899	0.00136111439184585	0.987260348102455	0.991894176166056	6.9487437398476e-06	1.00067478459479	0.0737099938478557	0.0393112009856286	0.00400007912931189	0.441588191689145	0.00400004146136557	0.994654218549387	0.0084243542587514	0.00538271973238816	0.885085897081815	8.08875115847112e-07	1.05018528925766e-07	3.66800535331158	0.800334505667277	0.00886224892440985	0.12866736792302	0.00515638277027161	0.000291846078984651	0.00374611569277379	0.135692847276474	0.00215114987067145	0.00929086138328514	0.0104498303184472	0.0845258818332941	0.119227424428453	1.33392627277868	0.684835538026739	9.40585966234432	9.40531505413452	9.40578600264151	135	0.000221433463087663	0.000112720954378501	8.61038949664279e-05	-85.7616632246118	0.417940393040402
2.90959093301689	1.7484723009073	1.2089383373678	1.27512783796185	1.20222623512523	2.03152077804029	0.474547189022497	0.769840828963653	2.46466626455127	0.00132516585410909	0.987707610079964	0.992157979791393	6.76558980459035e-06	1.00066946325691	0.0731430931966369	0.0329717007258458	0.00395789428104148	0.352811485074688	0.0039577168518006	0.994737162570633	0.00824933642341326	0.00662909778705544	0.826396249587258	2.64894033292827e-06	5.5646124904262e-07	4.02622222039316	0.87818270410664	0.00923583538393723	0.133916380135127	0.00262087041696871	0.000299978694628267	0.00835969875734325	0.130969653209546	0.00221252633116848	0.0131296865588778	0.0121589858445595	0.101968285803332	0.133394400239656	1.64907970259392	1.12722604680837	11.3712553921757	11.3655504227062	11.3662338738332	135	0.00031514143416337	0.00013132159433275	8.83856919067923e-05	-85.9219586315456	0.307010388563201
2.04749960400546	2.85204205213219	0.326189817076112	1.15976352354235	1.13566789148215	1.77937246000107	1.38223694563401	1.60263219743589	2.6522264971824	0.00140681441278351	0.986685476502021	0.9915531398511	7.18171907176287e-06	1.00068141344283	0.0856465252988903	0.0435596004201671	0.0040529321347636	0.537084644056526	0.00405293568592702	0.994548428638588	0.00864713109428926	0.00541385540950491	0.838506882314837	1.00385466308519e-06	1.93337071274988e-07	3.22208168319692	0.70308017719638	0.00833877562878961	0.115826900071557	0.0113616497027047	0.000274648275103827	0.00168241404999782	0.137804252113356	0.00203477387488546	0.00964176597916421	0.0103544807532603	0.0863355623151896	0.118167004468148	1.40871416241509	0.768635232341979	7.41784339836666	7.41714895590563	7.41735765729882	135	0.0002299501245477	0.000111694094517792	8.10310630513936e-05	-85.56378690226	0.683082668027825
2.08900111381979	1.51764015358974	1.01568458920614	1.30040318859753	0.521193196258746	1.25455155586337	0.476903759316075	0.914998076529291	2.43030936489855	0.00135040429747902	0.987394210583066	0.991973522504856	6.89414370768664e-06	1.00067320365829	0.0512891738166312	0.0243626432079633	0.00398753153840569	0.418096351011522	0.00398749016843136	0.994679278905004	0.00837184672560936	0.00541999319947149	0.912599189126963	1.31421465297783e-06	1.25862017104574e-07	3.77113736841328	0.822754405184496	0.0084342586172212	0.130931309417898	0.0040550203141048	0.000275923346776922	0.00469875344744705	0.134714647135538	0.00204669851530562	0.0104117263517376	0.0105316457425243	0.0902075085008975	0.11991544283436	1.57271569679107	0.995114315869933	9.93272937154958	9.9304446991503	9.93097766110259	135	0.000248658108982749	0.000113611060910048	8.13513956388813e-05	-85.8089956788391	0.386651675864312
2.19646814250096	1.72547183261193	1.75835919425183	2.35224181750999	1.46462556774408	2.85580575398057	0.544960204783495	1.0529630870508	2.83338408593134	0.00134226940957607	0.987495589535944	0.992033472788943	6.85268217951141e-06	1.00067200757028	0.0478818080506992	0.0244160905858677	0.00397797750544126	0.405360438814521	0.00397792070444092	0.994698230232407	0.00833205777335806	0.00549028468581695	0.806639396104242	7.03419005139137e-07	1.68616981800822e-07	3.81810640017507	0.832915271948138	0.00772337067434743	0.12834308637608	0.00530085889589271	0.000249298512043384	0.00369485871306339	0.13573945594231	0.00187019503397703	0.00854258644091393	0.00926009550522892	0.0804145645610863	0.109067652588273	1.44852315366407	0.817680569170049	10.1789850179111	10.1777846850838	10.1783701153678	135	0.000203319258152586	9.97857982723556e-05	7.33990857963042e-05	-85.8451919374032	0.369577132530527
1.84178044147214	2.17811030832177	1.90891272670432	0.811324290651457	0.347190884900388	0.503026890442345	1.93073129740265	1.92913921537103	2.93968049668483	0.00137623964134794	0.987070901099115	0.991782130422321	7.02583189770517e-06	1.0006769723283	0.0456421236452808	0.0261000674742509	0.00401765443236573	0.480510049013925	0.00401765668040343	0.994619338735991	0.00849793990127223	0.00537744951085599	0.968772352080073	6.36631074073791e-07	2.05208918375217e-08	3.53046848624884	0.770351356963101	0.00716876466068586	0.116318990278375	0.0110957562650091	0.000231959984063251	0.00166718458755059	0.137814363390547	0.00174835128107164	0.00647880528173558	0.00798288341182814	0.0673908378865136	0.0970192527883651	1.26012599418744	0.611312656996684	8.74385983106461	8.74405587536254	8.74444345900819	135	0.00015362306076457	8.59415652993123e-05	6.83090673706404e-05	-85.6954589596711	0.47908893846383
1.70795812322891	1.14360736852246	0.687334147899925	0.489191570453617	2.42441214661308	2.43500607569989	0.873720495192828	0.904616721272406	2.36081937162681	0.00138856190412283	0.98691597583091	0.991690124922012	7.08862272127596e-06	1.00067877002904	0.0392455499703314	0.0170449622955828	0.00403192152414022	0.496203493949545	0.00403192332158246	0.994590692885567	0.00855812792422197	0.00539108410481636	0.830572606738066	2.571387877301e-06	5.2452444380611e-07	3.46983335558286	0.756994128680199	0.00744306827198353	0.120420071734498	0.00912083139625839	0.00024190578125349	0.00196208894872356	0.13751344606522	0.00181586276650413	0.010461197891362	0.00983179672013348	0.0904259057483637	0.11373529073728	1.62140839824352	1.07697167306683	8.46953508702579	8.46602639008049	8.46633718291356	135	0.000249866492908484	0.000106009435694237	7.12705151002274e-05	-85.6420740736997	0.515877914087432
2.1289176407809	2.96953001646969	0.622412317696097	1.76085280457055	1.69823540705302	2.76204683965645	2.12072400288119	1.81980141481288	2.42439221543669	0.00139934554659685	0.986779867832	0.991609266613811	7.14364444350038e-06	1.0006803341838	0.0773657890926354	0.0420212989957175	0.00404435769690445	0.519711910968597	0.0040443618304607	0.994565700646685	0.00861074543990978	0.00540398748861829	0.799329744337335	6.96321757838556e-07	1.74809548672041e-07	3.32031470502614	0.724507685043341	0.00816901484700877	0.113243633018479	0.0126069746373862	0.000268430287581307	0.00152151033019546	0.137968299111144	0.00199356007294476	0.00830767869764265	0.00958728028495984	0.0790283026421564	0.111598772483806	1.29942182968249	0.649422099979862	7.81974643684711	7.81906458729414	7.81931727575118	135	0.000197648564411439	0.000103352649186614	7.91767055454835e-05	-85.5956812625122	0.600451641401843
1.74453765127125	2.72521514553427	0.392290142155463	1.51484131252995	0.562388487362296	1.25206463500049	1.48800735927613	1.41938103172002	2.04861977276214	0.00140714386607598	0.986681313250874	0.991550675990445	7.1833988514351e-06	1.00068145986905	0.0737926185872722	0.0392718022958173	0.00405330838228421	0.537430347666275	0.00405331314839653	0.994547681041325	0.00864872082245494	0.00541425957570753	0.886209819507082	5.56145642167114e-07	7.14092335366678e-08	3.20933786782749	0.700320319902284	0.00808344566368521	0.113436336594555	0.0125112694473319	0.000265350100703214	0.00152019614654006	0.137969241379485	0.00197298899470079	0.00860089801899717	0.00973807059263193	0.0807061136058637	0.112899030665266	1.33925716109463	0.690479603148445	7.3667598873489	7.36644780354809	7.36665553439649	135	0.000204735474994296	0.000104991741110981	7.82599202141151e-05	-85.562383455047	0.6859013000243
